"Year","City","Main Section","Sub-Section","Value"
2006,"Stockholm","Earnings: Construction Worker","Gross (New York = 100)",74.61
2006,"Sydney","Earnings: Construction Worker","Gross (New York = 100)",65.12
2006,"Taipei","Earnings: Construction Worker","Gross (New York = 100)",36.87
2006,"Tallinn","Earnings: Construction Worker","Gross (New York = 100)",14.13
2006,"Tokyo","Earnings: Construction Worker","Gross (New York = 100)",68.87
2006,"Toronto","Earnings: Construction Worker","Gross (New York = 100)",50.99
2006,"Vienna","Earnings: Construction Worker","Gross (New York = 100)",49.45
2006,"Vilnius","Earnings: Construction Worker","Gross (New York = 100)",15.45
2006,"Warsaw","Earnings: Construction Worker","Gross (New York = 100)",11.70
2006,"Zurich","Earnings: Construction Worker","Gross (New York = 100)",87.64
2009,"Amsterdam","Earnings: Construction Worker","Gross (New York = 100)",56.23
2009,"Athens","Earnings: Construction Worker","Gross (New York = 100)",30.35
2009,"Auckland","Earnings: Construction Worker","Gross (New York = 100)",32.88
2009,"Bangkok","Earnings: Construction Worker","Gross (New York = 100)",3.89
2009,"Barcelona","Earnings: Construction Worker","Gross (New York = 100)",46.50
2009,"Beijing","Earnings: Construction Worker","Gross (New York = 100)",4.86
2009,"Berlin","Earnings: Construction Worker","Gross (New York = 100)",53.89
2009,"Bogotá","Earnings: Construction Worker","Gross (New York = 100)",9.73
2009,"Bratislava","Earnings: Construction Worker","Gross (New York = 100)",15.18
2009,"Brussels","Earnings: Construction Worker","Gross (New York = 100)",63.62
2009,"Bucharest","Earnings: Construction Worker","Gross (New York = 100)",13.81
2009,"Budapest","Earnings: Construction Worker","Gross (New York = 100)",10.51
2009,"Buenos Aires","Earnings: Construction Worker","Gross (New York = 100)",11.28
2009,"Cairo","Earnings: Construction Worker","Gross (New York = 100)",4.86
2009,"Chicago","Earnings: Construction Worker","Gross (New York = 100)",75.29
2009,"Copenhagen","Earnings: Construction Worker","Gross (New York = 100)",107.00
2009,"Doha","Earnings: Construction Worker","Gross (New York = 100)",7.98
2009,"Dubai","Earnings: Construction Worker","Gross (New York = 100)",9.14
2009,"Dublin","Earnings: Construction Worker","Gross (New York = 100)",79.18
2009,"Frankfurt","Earnings: Construction Worker","Gross (New York = 100)",59.53
2009,"Geneva","Earnings: Construction Worker","Gross (New York = 100)",98.25
2009,"Helsinki","Earnings: Construction Worker","Gross (New York = 100)",68.68
2009,"Hong Kong","Earnings: Construction Worker","Gross (New York = 100)",29.96
2009,"Istanbul","Earnings: Construction Worker","Gross (New York = 100)",14.98
2009,"Jakarta","Earnings: Construction Worker","Gross (New York = 100)",2.72
2009,"Johannesburg","Earnings: Construction Worker","Gross (New York = 100)",8.17
2009,"Kiev","Earnings: Construction Worker","Gross (New York = 100)",9.92
2009,"Kuala Lumpur","Earnings: Construction Worker","Gross (New York = 100)",7.59
2009,"Lima","Earnings: Construction Worker","Gross (New York = 100)",12.45
2009,"Lisbon","Earnings: Construction Worker","Gross (New York = 100)",27.82
2009,"Ljubljana","Earnings: Construction Worker","Gross (New York = 100)",26.26
2009,"London","Earnings: Construction Worker","Gross (New York = 100)",44.75
2009,"Los Angeles","Earnings: Construction Worker","Gross (New York = 100)",73.54
2009,"Luxembourg","Earnings: Construction Worker","Gross (New York = 100)",52.33
2009,"Lyon","Earnings: Construction Worker","Gross (New York = 100)",43.97
2009,"Madrid","Earnings: Construction Worker","Gross (New York = 100)",38.72
2009,"Manama","Earnings: Construction Worker","Gross (New York = 100)",9.73
2009,"Manila","Earnings: Construction Worker","Gross (New York = 100)",4.09
2009,"Mexico City","Earnings: Construction Worker","Gross (New York = 100)",3.31
2009,"Miami","Earnings: Construction Worker","Gross (New York = 100)",61.48
2009,"Milan","Earnings: Construction Worker","Gross (New York = 100)",48.64
2009,"Montreal","Earnings: Construction Worker","Gross (New York = 100)",72.57
2009,"Moscow","Earnings: Construction Worker","Gross (New York = 100)",20.43
2009,"Mumbai","Earnings: Construction Worker","Gross (New York = 100)",2.53
2009,"Munich","Earnings: Construction Worker","Gross (New York = 100)",61.09
2009,"Nairobi","Earnings: Construction Worker","Gross (New York = 100)",3.50
2009,"New Delhi","Earnings: Construction Worker","Gross (New York = 100)",2.53
2009,"New York","Earnings: Construction Worker","Gross (New York = 100)",100.00
2009,"Nicosia","Earnings: Construction Worker","Gross (New York = 100)",43.19
2009,"Oslo","Earnings: Construction Worker","Gross (New York = 100)",85.80
2009,"Paris","Earnings: Construction Worker","Gross (New York = 100)",44.16
2009,"Prague","Earnings: Construction Worker","Gross (New York = 100)",18.48
2009,"Riga","Earnings: Construction Worker","Gross (New York = 100)",22.37
2009,"Rio de Janeiro","Earnings: Construction Worker","Gross (New York = 100)",9.34
2009,"Rome","Earnings: Construction Worker","Gross (New York = 100)",44.55
2009,"Santiago de Chile","Earnings: Construction Worker","Gross (New York = 100)",9.14
2009,"São Paulo","Earnings: Construction Worker","Gross (New York = 100)",9.14
2009,"Seoul","Earnings: Construction Worker","Gross (New York = 100)",21.60
2009,"Shanghai","Earnings: Construction Worker","Gross (New York = 100)",10.51
2009,"Sofia","Earnings: Construction Worker","Gross (New York = 100)",14.20
2009,"Stockholm","Earnings: Construction Worker","Gross (New York = 100)",71.21
2009,"Sydney","Earnings: Construction Worker","Gross (New York = 100)",56.81
2009,"Taipei","Earnings: Construction Worker","Gross (New York = 100)",31.13
2009,"Tallinn","Earnings: Construction Worker","Gross (New York = 100)",20.82
2009,"Tel Aviv","Earnings: Construction Worker","Gross (New York = 100)",39.11
2009,"Tokyo","Earnings: Construction Worker","Gross (New York = 100)",75.10
2009,"Toronto","Earnings: Construction Worker","Gross (New York = 100)",70.23
2009,"Vienna","Earnings: Construction Worker","Gross (New York = 100)",53.50
2009,"Vilnius","Earnings: Construction Worker","Gross (New York = 100)",16.73
2009,"Warsaw","Earnings: Construction Worker","Gross (New York = 100)",14.59
2009,"Zurich","Earnings: Construction Worker","Gross (New York = 100)",111.09
2012,"Amsterdam","Earnings: Construction Worker","Gross (New York = 100)",43.58
2012,"Athens","Earnings: Construction Worker","Gross (New York = 100)",24.68
2012,"Auckland","Earnings: Construction Worker","Gross (New York = 100)",41.13
2012,"Bangkok","Earnings: Construction Worker","Gross (New York = 100)",4.33
2012,"Barcelona","Earnings: Construction Worker","Gross (New York = 100)",43.00
2012,"Beijing","Earnings: Construction Worker","Gross (New York = 100)",10.97
2012,"Berlin","Earnings: Construction Worker","Gross (New York = 100)",41.13
2012,"Bogotá","Earnings: Construction Worker","Gross (New York = 100)",10.10
2012,"Bratislava","Earnings: Construction Worker","Gross (New York = 100)",14.43
2012,"Brussels","Earnings: Construction Worker","Gross (New York = 100)",49.35
2012,"Bucharest","Earnings: Construction Worker","Gross (New York = 100)",11.40
2012,"Budapest","Earnings: Construction Worker","Gross (New York = 100)",10.10
2012,"Buenos Aires","Earnings: Construction Worker","Gross (New York = 100)",14.72
2012,"Cairo","Earnings: Construction Worker","Gross (New York = 100)",3.75
2012,"Chicago","Earnings: Construction Worker","Gross (New York = 100)",70.71
2012,"Copenhagen","Earnings: Construction Worker","Gross (New York = 100)",84.42
2012,"Doha","Earnings: Construction Worker","Gross (New York = 100)",5.92
2012,"Dubai","Earnings: Construction Worker","Gross (New York = 100)",5.19
2012,"Dublin","Earnings: Construction Worker","Gross (New York = 100)",40.69
2012,"Frankfurt","Earnings: Construction Worker","Gross (New York = 100)",49.21
2012,"Geneva","Earnings: Construction Worker","Gross (New York = 100)",84.99
2012,"Helsinki","Earnings: Construction Worker","Gross (New York = 100)",55.84
2012,"Hong Kong","Earnings: Construction Worker","Gross (New York = 100)",27.27
2012,"Istanbul","Earnings: Construction Worker","Gross (New York = 100)",13.71
2012,"Jakarta","Earnings: Construction Worker","Gross (New York = 100)",1.88
2012,"Johannesburg","Earnings: Construction Worker","Gross (New York = 100)",10.82
2012,"Kiev","Earnings: Construction Worker","Gross (New York = 100)",7.07
2012,"Kuala Lumpur","Earnings: Construction Worker","Gross (New York = 100)",8.80
2012,"Lima","Earnings: Construction Worker","Gross (New York = 100)",7.79
2012,"Lisbon","Earnings: Construction Worker","Gross (New York = 100)",20.06
2012,"Ljubljana","Earnings: Construction Worker","Gross (New York = 100)",18.76
2012,"London","Earnings: Construction Worker","Gross (New York = 100)",56.42
2012,"Los Angeles","Earnings: Construction Worker","Gross (New York = 100)",67.82
2012,"Luxembourg","Earnings: Construction Worker","Gross (New York = 100)",41.13
2012,"Lyon","Earnings: Construction Worker","Gross (New York = 100)",34.63
2012,"Madrid","Earnings: Construction Worker","Gross (New York = 100)",33.48
2012,"Manama","Earnings: Construction Worker","Gross (New York = 100)",10.97
2012,"Manila","Earnings: Construction Worker","Gross (New York = 100)",3.90
2012,"Mexico City","Earnings: Construction Worker","Gross (New York = 100)",4.47
2012,"Miami","Earnings: Construction Worker","Gross (New York = 100)",57.86
2012,"Milan","Earnings: Construction Worker","Gross (New York = 100)",41.70
2012,"Montreal","Earnings: Construction Worker","Gross (New York = 100)",39.83
2012,"Moscow","Earnings: Construction Worker","Gross (New York = 100)",18.76
2012,"Mumbai","Earnings: Construction Worker","Gross (New York = 100)",1.88
2012,"Munich","Earnings: Construction Worker","Gross (New York = 100)",40.40
2012,"Nairobi","Earnings: Construction Worker","Gross (New York = 100)",3.61
2012,"New Delhi","Earnings: Construction Worker","Gross (New York = 100)",1.88
2012,"New York","Earnings: Construction Worker","Gross (New York = 100)",100.00
2012,"Nicosia","Earnings: Construction Worker","Gross (New York = 100)",35.35
2012,"Oslo","Earnings: Construction Worker","Gross (New York = 100)",90.62
2012,"Paris","Earnings: Construction Worker","Gross (New York = 100)",37.37
2012,"Prague","Earnings: Construction Worker","Gross (New York = 100)",13.13
2012,"Riga","Earnings: Construction Worker","Gross (New York = 100)",21.07
2012,"Rio de Janeiro","Earnings: Construction Worker","Gross (New York = 100)",12.12
2012,"Rome","Earnings: Construction Worker","Gross (New York = 100)",28.28
2012,"Santiago de Chile","Earnings: Construction Worker","Gross (New York = 100)",9.67
2012,"São Paulo","Earnings: Construction Worker","Gross (New York = 100)",9.52
2012,"Seoul","Earnings: Construction Worker","Gross (New York = 100)",18.76
2012,"Shanghai","Earnings: Construction Worker","Gross (New York = 100)",9.67
2012,"Sofia","Earnings: Construction Worker","Gross (New York = 100)",8.23
2012,"Stockholm","Earnings: Construction Worker","Gross (New York = 100)",62.48
2012,"Sydney","Earnings: Construction Worker","Gross (New York = 100)",56.57
2012,"Taipei","Earnings: Construction Worker","Gross (New York = 100)",29.00
2012,"Tallinn","Earnings: Construction Worker","Gross (New York = 100)",15.30
2012,"Tel Aviv","Earnings: Construction Worker","Gross (New York = 100)",30.30
2012,"Tokyo","Earnings: Construction Worker","Gross (New York = 100)",67.82
2012,"Toronto","Earnings: Construction Worker","Gross (New York = 100)",66.67
2012,"Vienna","Earnings: Construction Worker","Gross (New York = 100)",42.57
2012,"Vilnius","Earnings: Construction Worker","Gross (New York = 100)",14.14
2012,"Warsaw","Earnings: Construction Worker","Gross (New York = 100)",14.00
2012,"Zurich","Earnings: Construction Worker","Gross (New York = 100)",89.18
2015,"Amsterdam","Earnings: Construction Worker","Gross (New York = 100)",88.85
2015,"Athens","Earnings: Construction Worker","Gross (New York = 100)",34.24
2015,"Auckland","Earnings: Construction Worker","Gross (New York = 100)",129.02
2015,"Bangkok","Earnings: Construction Worker","Gross (New York = 100)",17.19
2015,"Barcelona","Earnings: Construction Worker","Gross (New York = 100)",70.22
2015,"Beijing","Earnings: Construction Worker","Gross (New York = 100)",16.02
2015,"Berlin","Earnings: Construction Worker","Gross (New York = 100)",86.57
2015,"Bogotá","Earnings: Construction Worker","Gross (New York = 100)",14.84
2015,"Bratislava","Earnings: Construction Worker","Gross (New York = 100)",76.01
2015,"Brussels","Earnings: Construction Worker","Gross (New York = 100)",109.25
2015,"Bucharest","Earnings: Construction Worker","Gross (New York = 100)",16.26
2015,"Budapest","Earnings: Construction Worker","Gross (New York = 100)",17.54
2015,"Buenos Aires","Earnings: Construction Worker","Gross (New York = 100)",33.73
2015,"Cairo","Earnings: Construction Worker","Gross (New York = 100)",6.42
2015,"Chicago","Earnings: Construction Worker","Gross (New York = 100)",142.78
2015,"Copenhagen","Earnings: Construction Worker","Gross (New York = 100)",124.71
2015,"Doha","Earnings: Construction Worker","Gross (New York = 100)",19.80
2015,"Dubai","Earnings: Construction Worker","Gross (New York = 100)",18.01
2015,"Dublin","Earnings: Construction Worker","Gross (New York = 100)",101.84
2015,"Frankfurt","Earnings: Construction Worker","Gross (New York = 100)",92.41
2015,"Geneva","Earnings: Construction Worker","Gross (New York = 100)",198.20
2015,"Helsinki","Earnings: Construction Worker","Gross (New York = 100)",104.17
2015,"Hong Kong","Earnings: Construction Worker","Gross (New York = 100)",101.75
2015,"Istanbul","Earnings: Construction Worker","Gross (New York = 100)",32.58
2015,"Jakarta","Earnings: Construction Worker","Gross (New York = 100)",10.24
2015,"Johannesburg","Earnings: Construction Worker","Gross (New York = 100)",18.43
2015,"Kiev","Earnings: Construction Worker","Gross (New York = 100)",10.96
2015,"Kuala Lumpur","Earnings: Construction Worker","Gross (New York = 100)",24.02
2015,"Lima","Earnings: Construction Worker","Gross (New York = 100)",24.55
2015,"Lisbon","Earnings: Construction Worker","Gross (New York = 100)",39.23
2015,"Ljubljana","Earnings: Construction Worker","Gross (New York = 100)",43.56
2015,"London","Earnings: Construction Worker","Gross (New York = 100)",108.67
2015,"Los Angeles","Earnings: Construction Worker","Gross (New York = 100)",129.19
2015,"Luxembourg","Earnings: Construction Worker","Gross (New York = 100)",102.94
2015,"Lyon","Earnings: Construction Worker","Gross (New York = 100)",79.28
2015,"Madrid","Earnings: Construction Worker","Gross (New York = 100)",74.76
2015,"Manama","Earnings: Construction Worker","Gross (New York = 100)",32.46
2015,"Manila","Earnings: Construction Worker","Gross (New York = 100)",7.51
2015,"Mexico City","Earnings: Construction Worker","Gross (New York = 100)",7.01
2015,"Miami","Earnings: Construction Worker","Gross (New York = 100)",98.20
2015,"Milan","Earnings: Construction Worker","Gross (New York = 100)",75.62
2015,"Montreal","Earnings: Construction Worker","Gross (New York = 100)",135.32
2015,"Moscow","Earnings: Construction Worker","Gross (New York = 100)",24.29
2015,"Mumbai","Earnings: Construction Worker","Gross (New York = 100)",7.09
2015,"Munich","Earnings: Construction Worker","Gross (New York = 100)",80.35
2015,"Nairobi","Earnings: Construction Worker","Gross (New York = 100)",6.66
2015,"New Delhi","Earnings: Construction Worker","Gross (New York = 100)",5.74
2015,"New York","Earnings: Construction Worker","Gross (New York = 100)",100.00
2015,"Nicosia","Earnings: Construction Worker","Gross (New York = 100)",77.75
2015,"Oslo","Earnings: Construction Worker","Gross (New York = 100)",140.10
2015,"Paris","Earnings: Construction Worker","Gross (New York = 100)",82.89
2015,"Prague","Earnings: Construction Worker","Gross (New York = 100)",27.89
2015,"Riga","Earnings: Construction Worker","Gross (New York = 100)",39.53
2015,"Rio de Janeiro","Earnings: Construction Worker","Gross (New York = 100)",26.03
2015,"Rome","Earnings: Construction Worker","Gross (New York = 100)",92.40
2015,"Santiago de Chile","Earnings: Construction Worker","Gross (New York = 100)",34.21
2015,"São Paulo","Earnings: Construction Worker","Gross (New York = 100)",21.17
2015,"Seoul","Earnings: Construction Worker","Gross (New York = 100)",95.74
2015,"Shanghai","Earnings: Construction Worker","Gross (New York = 100)",26.28
2015,"Sofia","Earnings: Construction Worker","Gross (New York = 100)",17.48
2015,"Stockholm","Earnings: Construction Worker","Gross (New York = 100)",136.69
2015,"Sydney","Earnings: Construction Worker","Gross (New York = 100)",211.98
2015,"Taipei","Earnings: Construction Worker","Gross (New York = 100)",69.47
2015,"Tallinn","Earnings: Construction Worker","Gross (New York = 100)",43.36
2015,"Tel Aviv","Earnings: Construction Worker","Gross (New York = 100)",54.05
2015,"Tokyo","Earnings: Construction Worker","Gross (New York = 100)",142.19
2015,"Toronto","Earnings: Construction Worker","Gross (New York = 100)",125.76
2015,"Vienna","Earnings: Construction Worker","Gross (New York = 100)",107.20
2015,"Vilnius","Earnings: Construction Worker","Gross (New York = 100)",35.40
2015,"Warsaw","Earnings: Construction Worker","Gross (New York = 100)",29.56
2015,"Zurich","Earnings: Construction Worker","Gross (New York = 100)",211.71
2018,"Amsterdam","Earnings: Construction Worker","Gross (New York = 100)",128.21
2018,"Athens","Earnings: Construction Worker","Gross (New York = 100)",34.55
2018,"Auckland","Earnings: Construction Worker","Gross (New York = 100)",94.28
2018,"Bangkok","Earnings: Construction Worker","Gross (New York = 100)",18.38
2018,"Barcelona","Earnings: Construction Worker","Gross (New York = 100)",83.74
2018,"Beijing","Earnings: Construction Worker","Gross (New York = 100)",26.88
2018,"Berlin","Earnings: Construction Worker","Gross (New York = 100)",95.85
2018,"Bogotá","Earnings: Construction Worker","Gross (New York = 100)",14.90
2018,"Bratislava","Earnings: Construction Worker","Gross (New York = 100)",47.99
2018,"Brussels","Earnings: Construction Worker","Gross (New York = 100)",93.65
2018,"Bucharest","Earnings: Construction Worker","Gross (New York = 100)",36.23
2018,"Budapest","Earnings: Construction Worker","Gross (New York = 100)",21.07
2018,"Buenos Aires","Earnings: Construction Worker","Gross (New York = 100)",25.84
2018,"Cairo","Earnings: Construction Worker","Gross (New York = 100)",2.62
2018,"Chicago","Earnings: Construction Worker","Gross (New York = 100)",98.92
2018,"Copenhagen","Earnings: Construction Worker","Gross (New York = 100)",152.96
2018,"Doha","Earnings: Construction Worker","Gross (New York = 100)",15.00
2018,"Dubai ","Earnings: Construction Worker","Gross (New York = 100)",11.91
2018,"Dublin","Earnings: Construction Worker","Gross (New York = 100)",99.88
2018,"Frankfurt","Earnings: Construction Worker","Gross (New York = 100)",90.40
2018,"Geneva","Earnings: Construction Worker","Gross (New York = 100)",223.83
2018,"Hanoi","Earnings: Construction Worker","Gross (New York = 100)",10.79
2018,"Helsinki","Earnings: Construction Worker","Gross (New York = 100)",111.93
2018,"Hong Kong","Earnings: Construction Worker","Gross (New York = 100)",113.98
2018,"Istanbul","Earnings: Construction Worker","Gross (New York = 100)",17.91
2018,"Jakarta","Earnings: Construction Worker","Gross (New York = 100)",8.75
2018,"Johannesburg","Earnings: Construction Worker","Gross (New York = 100)",14.86
2018,"Kiev","Earnings: Construction Worker","Gross (New York = 100)",10.48
2018,"Kuala Lumpur","Earnings: Construction Worker","Gross (New York = 100)",20.19
2018,"Lagos","Earnings: Construction Worker","Gross (New York = 100)",6.43
2018,"Lima","Earnings: Construction Worker","Gross (New York = 100)",20.95
2018,"Lisbon ","Earnings: Construction Worker","Gross (New York = 100)",35.60
2018,"Ljubljana","Earnings: Construction Worker","Gross (New York = 100)",57.36
2018,"London","Earnings: Construction Worker","Gross (New York = 100)",133.45
2018,"Los Angeles","Earnings: Construction Worker","Gross (New York = 100)",126.25
2018,"Luxembourg","Earnings: Construction Worker","Gross (New York = 100)",112.98
2018,"Lyon","Earnings: Construction Worker","Gross (New York = 100)",95.04
2018,"Madrid","Earnings: Construction Worker","Gross (New York = 100)",73.87
2018,"Manama","Earnings: Construction Worker","Gross (New York = 100)",33.57
2018,"Manila","Earnings: Construction Worker","Gross (New York = 100)",6.56
2018,"Mexico City","Earnings: Construction Worker","Gross (New York = 100)",9.83
2018,"Miami","Earnings: Construction Worker","Gross (New York = 100)",94.15
2018,"Milan","Earnings: Construction Worker","Gross (New York = 100)",85.42
2018,"Montreal","Earnings: Construction Worker","Gross (New York = 100)",97.93
2018,"Moscow","Earnings: Construction Worker","Gross (New York = 100)",22.22
2018,"Mumbai","Earnings: Construction Worker","Gross (New York = 100)",7.17
2018,"Munich","Earnings: Construction Worker","Gross (New York = 100)",84.05
2018,"Nairobi","Earnings: Construction Worker","Gross (New York = 100)",3.47
2018,"New Delhi","Earnings: Construction Worker","Gross (New York = 100)",8.08
2018,"New York","Earnings: Construction Worker","Gross (New York = 100)",100.00
2018,"Nicosia","Earnings: Construction Worker","Gross (New York = 100)",78.25
2018,"Oslo","Earnings: Construction Worker","Gross (New York = 100)",138.56
2018,"Panama","Earnings: Construction Worker","Gross (New York = 100)",35.84
2018,"Paris","Earnings: Construction Worker","Gross (New York = 100)",77.41
2018,"Prague","Earnings: Construction Worker","Gross (New York = 100)",31.18
2018,"Riga","Earnings: Construction Worker","Gross (New York = 100)",34.16
2018,"Rio de Janeiro","Earnings: Construction Worker","Gross (New York = 100)",19.61
2018,"Riyadh","Earnings: Construction Worker","Gross (New York = 100)",25.73
2018,"Rome","Earnings: Construction Worker","Gross (New York = 100)",91.46
2018,"Santiago de Chile","Earnings: Construction Worker","Gross (New York = 100)",37.72
2018,"São Paulo","Earnings: Construction Worker","Gross (New York = 100)",21.13
2018,"Seoul","Earnings: Construction Worker","Gross (New York = 100)",76.53
2018,"Shanghai","Earnings: Construction Worker","Gross (New York = 100)",24.36
2018,"Sofia","Earnings: Construction Worker","Gross (New York = 100)",20.90
2018,"St Petersburg","Earnings: Construction Worker","Gross (New York = 100)",16.98
2018,"Stockholm","Earnings: Construction Worker","Gross (New York = 100)",141.83
2018,"Sydney","Earnings: Construction Worker","Gross (New York = 100)",141.38
2018,"Taipei","Earnings: Construction Worker","Gross (New York = 100)",72.82
2018,"Tallinn","Earnings: Construction Worker","Gross (New York = 100)",61.32
2018,"Tel Aviv","Earnings: Construction Worker","Gross (New York = 100)",108.45
2018,"Tokyo","Earnings: Construction Worker","Gross (New York = 100)",101.92
2018,"Toronto","Earnings: Construction Worker","Gross (New York = 100)",115.84
2018,"Vienna","Earnings: Construction Worker","Gross (New York = 100)",105.25
2018,"Vilnius","Earnings: Construction Worker","Gross (New York = 100)",40.68
2018,"Warsaw","Earnings: Construction Worker","Gross (New York = 100)",27.70
2018,"Zagreb","Earnings: Construction Worker","Gross (New York = 100)",37.69
2018,"Zurich","Earnings: Construction Worker","Gross (New York = 100)",175.34
1979,"Amsterdam","Earnings: Cook","Gross (New York = 100)",76.90
1979,"Athens","Earnings: Cook","Gross (New York = 100)",40.00
1979,"Bangkok","Earnings: Cook","Gross (New York = 100)",25.52
1979,"Bogotá","Earnings: Cook","Gross (New York = 100)",25.86
1979,"Brussels","Earnings: Cook","Gross (New York = 100)",51.03
1979,"Buenos Aires","Earnings: Cook","Gross (New York = 100)",75.17
1979,"Chicago","Earnings: Cook","Gross (New York = 100)",62.07
1979,"Copenhagen","Earnings: Cook","Gross (New York = 100)",96.90
1979,"Dublin","Earnings: Cook","Gross (New York = 100)",43.45
1979,"Geneva","Earnings: Cook","Gross (New York = 100)",65.86
1979,"Helsinki","Earnings: Cook","Gross (New York = 100)",34.14
1979,"Hong Kong","Earnings: Cook","Gross (New York = 100)",30.34
1979,"Istanbul","Earnings: Cook","Gross (New York = 100)",20.69
1979,"Jakarta","Earnings: Cook","Gross (New York = 100)",11.03
1979,"Johannesburg","Earnings: Cook","Gross (New York = 100)",41.38
1979,"London","Earnings: Cook","Gross (New York = 100)",30.00
1979,"Los Angeles","Earnings: Cook","Gross (New York = 100)",66.55
1979,"Luxembourg","Earnings: Cook","Gross (New York = 100)",51.72
1979,"Madrid","Earnings: Cook","Gross (New York = 100)",38.28
1979,"Manama","Earnings: Cook","Gross (New York = 100)",30.69
1979,"Manila","Earnings: Cook","Gross (New York = 100)",10.00
1979,"Mexico City","Earnings: Cook","Gross (New York = 100)",57.59
1979,"Milan","Earnings: Cook","Gross (New York = 100)",33.45
1979,"Montreal","Earnings: Cook","Gross (New York = 100)",42.07
1979,"New York","Earnings: Cook","Gross (New York = 100)",100.00
1979,"Oslo","Earnings: Cook","Gross (New York = 100)",64.14
1979,"Panama","Earnings: Cook","Gross (New York = 100)",26.21
1979,"Paris","Earnings: Cook","Gross (New York = 100)",63.45
1979,"Rio de Janeiro","Earnings: Cook","Gross (New York = 100)",31.38
1979,"São Paulo","Earnings: Cook","Gross (New York = 100)",26.21
1979,"Stockholm","Earnings: Cook","Gross (New York = 100)",68.62
1979,"Sydney","Earnings: Cook","Gross (New York = 100)",44.14
1979,"Tel Aviv","Earnings: Cook","Gross (New York = 100)",20.00
1979,"Tokyo","Earnings: Cook","Gross (New York = 100)",52.76
1979,"Toronto","Earnings: Cook","Gross (New York = 100)",43.45
1979,"Vienna","Earnings: Cook","Gross (New York = 100)",38.97
1979,"Zurich","Earnings: Cook","Gross (New York = 100)",75.52
1982,"Amsterdam","Earnings: Cook","Gross (New York = 100)",40.97
1982,"Athens","Earnings: Cook","Gross (New York = 100)",21.49
1982,"Bangkok","Earnings: Cook","Gross (New York = 100)",38.97
1982,"Bogotá","Earnings: Cook","Gross (New York = 100)",19.77
1982,"Brussels","Earnings: Cook","Gross (New York = 100)",32.95
1982,"Buenos Aires","Earnings: Cook","Gross (New York = 100)",38.97
1982,"Cairo","Earnings: Cook","Gross (New York = 100)",12.32
1982,"Chicago","Earnings: Cook","Gross (New York = 100)",57.31
1982,"Copenhagen","Earnings: Cook","Gross (New York = 100)",65.90
1982,"Dublin","Earnings: Cook","Gross (New York = 100)",22.06
1982,"Geneva","Earnings: Cook","Gross (New York = 100)",58.74
1982,"Helsinki","Earnings: Cook","Gross (New York = 100)",43.27
1982,"Hong Kong","Earnings: Cook","Gross (New York = 100)",40.11
1982,"Istanbul","Earnings: Cook","Gross (New York = 100)",19.20
1982,"Jakarta","Earnings: Cook","Gross (New York = 100)",4.30
1982,"Johannesburg","Earnings: Cook","Gross (New York = 100)",45.85
1982,"Lisbon","Earnings: Cook","Gross (New York = 100)",14.04
1982,"London","Earnings: Cook","Gross (New York = 100)",28.94
1982,"Los Angeles","Earnings: Cook","Gross (New York = 100)",77.36
1982,"Luxembourg","Earnings: Cook","Gross (New York = 100)",48.14
1982,"Madrid","Earnings: Cook","Gross (New York = 100)",24.64
1982,"Manama","Earnings: Cook","Gross (New York = 100)",71.06
1982,"Manila","Earnings: Cook","Gross (New York = 100)",12.32
1982,"Mexico City","Earnings: Cook","Gross (New York = 100)",30.09
1982,"Milan","Earnings: Cook","Gross (New York = 100)",34.96
1982,"Montreal","Earnings: Cook","Gross (New York = 100)",57.02
1982,"Mumbai","Earnings: Cook","Gross (New York = 100)",5.73
1982,"New York","Earnings: Cook","Gross (New York = 100)",100.00
1982,"Oslo","Earnings: Cook","Gross (New York = 100)",62.46
1982,"Panama","Earnings: Cook","Gross (New York = 100)",27.79
1982,"Paris","Earnings: Cook","Gross (New York = 100)",34.96
1982,"Rio de Janeiro","Earnings: Cook","Gross (New York = 100)",38.11
1982,"São Paulo","Earnings: Cook","Gross (New York = 100)",25.21
1982,"Seoul","Earnings: Cook","Gross (New York = 100)",22.64
1982,"Stockholm","Earnings: Cook","Gross (New York = 100)",44.99
1982,"Sydney","Earnings: Cook","Gross (New York = 100)",67.91
1982,"Tokyo","Earnings: Cook","Gross (New York = 100)",43.55
1982,"Toronto","Earnings: Cook","Gross (New York = 100)",39.83
1982,"Vienna","Earnings: Cook","Gross (New York = 100)",36.68
1982,"Zurich","Earnings: Cook","Gross (New York = 100)",55.87
1985,"Amsterdam","Earnings: Cook","Gross (New York = 100)",27.89
1985,"Athens","Earnings: Cook","Gross (New York = 100)",23.42
1985,"Bangkok","Earnings: Cook","Gross (New York = 100)",16.84
1985,"Bogotá","Earnings: Cook","Gross (New York = 100)",17.63
1985,"Brussels","Earnings: Cook","Gross (New York = 100)",47.11
1985,"Buenos Aires","Earnings: Cook","Gross (New York = 100)",14.21
1985,"Cairo","Earnings: Cook","Gross (New York = 100)",8.42
1985,"Chicago","Earnings: Cook","Gross (New York = 100)",88.42
1985,"Copenhagen","Earnings: Cook","Gross (New York = 100)",41.84
1985,"Dublin","Earnings: Cook","Gross (New York = 100)",17.11
1985,"Geneva","Earnings: Cook","Gross (New York = 100)",40.00
1985,"Helsinki","Earnings: Cook","Gross (New York = 100)",31.84
